City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
221,Cururupu,BR,2021-01-24 21:23:59,-1.8283,-44.8683,77.02,91,100,3.62
222,Tasiilaq,GL,2021-01-24 21:21:41,65.6145,-37.6368,14.0,57,21,16.11
223,Sunrise Manor,US,2021-01-24 21:23:59,36.2111,-115.0731,55.99,28,1,8.05
224,Koumac,NC,2021-01-24 21:23:59,-20.5667,164.2833,80.22,77,82,6.29
225,San Patricio,US,2021-01-24 21:22:09,28.017,-97.5169,78.8,83,90,25.32
226,Albany,US,2021-01-24 21:21:34,42.6001,-73.9662,21.99,41,43,3.0
227,Gari,RU,2021-01-24 21:24:00,59.4307,62.3497,-13.0,89,100,4.36
228,Fujin,CN,2021-01-24 21:24:00,47.26,132.0322,-4.34,85,0,5.08
229,Saquena,PE,2021-01-24 21:24:00,-4.6667,-73.5167,83.21,85,90,1.77
230,Viljoenskroon,ZA,2021-01-24 21:15:43,-27.2084,26.9485,71.01,76,100,19.89
231,Nanortalik,GL,2021-01-24 21:21:49,60.1432,-45.2371,21.13,88,0,12.44
232,Saint-Leu,RE,2021-01-24 21:24:00,-21.15,55.2833,78.8,78,90,6.91
233,Marawi,PH,2021-01-24 21:22:58,7.9986,124.2928,75.0,89,92,5.01
234,Alofi,NU,2021-01-24 21:20:23,-19.0595,-169.9187,82.4,74,75,5.75
235,Blagoyevo,RU,2021-01-24 21:24:01,63.3667,47.9167,26.8,98,100,7.7
236,Sakakah,SA,2021-01-24 21:14:07,29.9697,40.2064,50.0,27,0,6.91
237,Ojinaga,MX,2021-01-24 21:15:33,29.5667,-104.4167,75.99,27,1,16.6
238,Camapua,BR,2021-01-24 21:24:01,-19.5314,-54.0439,78.84,80,99,6.06
239,Mokhsogollokh,RU,2021-01-24 21:24:01,61.4681,128.9203,-51.84,76,84,2.53
240,Kamaishi,JP,2021-01-24 21:24:01,39.2667,141.8833,33.91,85,22,4.88
241,Zapolyarnyy,RU,2021-01-24 21:21:46,69.4154,30.8136,5.0,85,0,5.75
242,Kalabo,ZM,2021-01-24 21:24:01,-14.97,22.6814,67.69,90,93,4.85
243,Helena,US,2021-01-24 21:19:21,46.5927,-112.0361,32.0,51,75,3.44
244,Nara,JP,2021-01-24 21:17:48,34.6851,135.8049,44.6,87,75,5.75
245,Leningradskiy,RU,2021-01-24 21:21:55,69.3833,178.4167,-17.07,83,0,0.96
246,Saint George,US,2021-01-24 21:21:39,37.1041,-113.5841,52.0,49,1,5.44
247,Tulum,MX,2021-01-24 21:21:10,20.2167,-87.4667,82.4,69,75,6.91
248,Richland,US,2021-01-24 21:24:02,40.7834,-82.5499,28.4,59,90,10.36
249,Raga,SS,2021-01-24 21:24:02,8.4596,25.678,69.24,27,66,1.5
250,Binga,ZW,2021-01-24 21:24:03,-17.6203,27.3414,73.38,84,97,4.54
251,Huangchuan,CN,2021-01-24 21:24:03,32.1272,115.0394,44.22,89,100,7.16
252,Dunedin,NZ,2021-01-24 21:22:33,-45.8742,170.5036,63.0,72,64,7.0
253,Areosa,PT,2021-01-24 21:24:03,41.7178,-8.8571,53.6,100,90,11.5
254,Pisco,PE,2021-01-24 21:21:57,-13.7,-76.2167,80.6,54,0,13.8
255,Bonfim,BR,2021-01-24 21:16:16,3.0833,-59.95,87.33,54,69,11.01
256,Hasaki,JP,2021-01-24 21:21:51,35.7333,140.8333,37.4,93,75,9.22
257,Raudeberg,NO,2021-01-24 21:24:03,61.9875,5.1352,36.0,74,0,13.98
258,Ketchikan,US,2021-01-24 21:24:03,55.3422,-131.6461,37.4,93,40,3.44
259,Dudinka,RU,2021-01-24 21:24:03,69.4058,86.1778,-35.34,83,78,5.19
260,Nemuro,JP,2021-01-24 21:22:15,43.3236,145.575,29.26,91,0,3.24
261,Pacific Grove,US,2021-01-24 21:22:00,36.6177,-121.9166,52.0,71,90,9.22
262,Eldorado,BR,2021-01-24 21:22:29,-23.7869,-54.2836,76.8,86,100,6.76
263,Beringovskiy,RU,2021-01-24 21:22:28,63.05,179.3167,-3.71,89,80,12.21
264,Samarai,PG,2021-01-24 21:24:04,-10.6167,150.6667,78.35,85,81,13.47
265,Clyde River,CA,2021-01-24 21:22:09,70.4692,-68.5914,8.6,100,1,20.71
266,Praia Da Vitoria,PT,2021-01-24 21:24:04,38.7333,-27.0667,64.4,94,75,23.6
267,Bonthe,SL,2021-01-24 21:24:04,7.5264,-12.505,77.94,79,0,7.9
268,Constitucion,CL,2021-01-24 21:22:20,-35.3333,-72.4167,65.61,67,19,10.54
269,Shingu,JP,2021-01-24 21:24:05,33.7333,135.9833,44.02,81,24,6.35
270,Berdigestyakh,RU,2021-01-24 21:11:12,62.0989,126.6992,-52.02,76,67,2.66
271,Carutapera,BR,2021-01-24 21:24:05,-1.195,-46.02,77.45,90,100,6.35
272,Dapdap,PH,2021-01-24 21:24:05,12.062,125.4881,77.92,77,95,6.8
273,Celestun,MX,2021-01-24 21:15:52,20.8667,-90.4,83.05,60,89,7.16
274,Unai,BR,2021-01-24 21:24:05,-16.3575,-46.9061,78.76,68,44,4.52
275,Belaya Gora,RU,2021-01-24 21:22:49,68.5333,146.4167,-32.58,82,99,2.75
276,Eydhafushi,MV,2021-01-24 21:21:10,5.1033,73.0708,80.64,80,91,13.85
277,Moree,AU,2021-01-24 21:16:03,-29.4667,149.85,73.4,68,0,16.11
278,Ancud,CL,2021-01-24 21:24:06,-41.8697,-73.8203,62.6,59,75,6.91
279,Bontang,ID,2021-01-24 21:21:38,0.1333,117.5,76.33,89,100,6.87
280,Sola,VU,2021-01-24 21:24:06,-13.8833,167.55,78.8,100,90,12.84
281,Comodoro Rivadavia,AR,2021-01-24 21:22:45,-45.8667,-67.5,78.8,53,75,9.22
282,Port-Cartier,CA,2021-01-24 21:24:06,50.0334,-66.8654,35.01,64,100,9.22
283,Susuman,RU,2021-01-24 21:24:06,62.7833,148.1667,-29.52,82,99,2.19
284,Mae Hong Son,TH,2021-01-24 21:15:51,19.3003,97.9685,59.32,57,87,1.12
285,Sur,OM,2021-01-24 21:21:44,22.5667,59.5289,67.05,51,0,10.36
286,Monze,ZM,2021-01-24 21:24:06,-16.2833,27.4833,63.95,96,100,3.27
287,Collie,AU,2021-01-24 21:24:07,-33.3667,116.15,51.42,95,0,1.79
288,Aranos,NA,2021-01-24 21:24:07,-24.1333,19.1167,84.4,31,95,14.34
289,Peace River,CA,2021-01-24 21:24:07,56.2501,-117.286,3.2,66,75,8.05
290,East London,ZA,2021-01-24 21:21:55,-33.0153,27.9116,68.92,63,90,8.99
291,Charlottesville,US,2021-01-24 21:24:07,38.0293,-78.4767,41.0,35,90,3.65
292,Macklin,CA,2021-01-24 21:24:07,52.3334,-109.9348,-7.6,71,95,11.5
293,Havre-Saint-Pierre,CA,2021-01-24 21:11:12,50.2334,-63.5986,35.6,64,90,17.27
